chi2,mass,radii,mdot,velocity,ID
60.721414,17.6,78.2,3.00E-05,1894,2263
60.747966,19.2,69.6,7.83E-06,375.2426834,2264
60.778927,19.2,67.6,9.39E-06,374.42721,2265
60.820752,17.5,74.4,9.70E-06,553,2266
60.826805,17.6,83,2.90E-05,1830,2267
60.847629,17.5,74.7,8.80E-06,417,2268
60.854331,17.6,80.3,1.30E-05,584,2269
60.858781,17.5,74.7,2.50E-05,1841,2270
60.901518,28.4,96.2,3.26E-05,1649.975448,2271
60.928847,17.5,74.7,1.72E-05,1285.608548,2272
60.948602,19.3,72,9.01E-06,469.6249334,2273
60.998551,17.6,80.8,2.90E-05,1911,2274
61.005487,19.1,62.5,1.14E-05,890.7367857,2275
61.053111,17.5,75.3,2.40E-05,1719,2276
61.054298,17.5,76.4,1.10E-05,462,2277
61.059545,17.5,72.5,1.10E-05,443,2278
61.072721,17.5,74.7,1.50E-05,1097.317817,2279
61.090737,17.5,74.7,1.10E-05,674,2280
61.096476,17.6,84.4,2.50E-05,1615,2281
61.106418,17.6,83.2,2.60E-05,1242,2282
61.186551,19.4,77.7,2.70E-05,1645,2283
61.214458,17.6,84.9,1.30E-05,524,2284
61.228808,17.6,80.3,1.90E-05,1339,2285
61.241328,17.6,80.3,2.20E-05,1494,2286
61.254786,19.3,75.6,1.18E-05,472.1936494,2287
61.256435,17.6,84.9,2.51E-05,1061.329785,2288
61.288786,19.2,66.8,2.10E-05,1588.535849,2289
61.312765,17.6,79.1,1.23E-05,736.0649347,2290
61.347942,17.6,78.2,2.00E-05,1439,2291
61.364991,19.4,80.4,1.96E-05,924.8159331,2292
61.423146,19.4,79.2,2.08E-05,1367.41058,2293
61.452353,17.5,75,1.63E-05,955.9490072,2294
61.454964,19.4,80.4,1.80E-05,745,2295
61.488161,19.3,76.9,2.27E-05,1523.26362,2296
61.510616,17.6,78.2,2.57E-05,1364.856606,2297
61.566493,17.6,80.3,1.90E-05,925,2298
61.569123,17.5,73.4,9.50E-06,375,2299
61.570924,17.5,75.3,8.20E-06,334,2300
61.587146,17.5,75.3,2.50E-05,1459,2301
61.622938,17.5,77,1.50E-05,1007.218637,2302
61.645852,19.1,63.8,1.56E-05,1248.119546,2303
61.678701,17.6,78.5,1.29E-05,594.5982851,2304
61.679079,17.5,75.3,1.80E-05,1357,2305
61.716494,19.4,80.4,2.30E-05,1393,2306
61.718386,17.6,83,1.80E-05,824,2307
61.751418,19.3,71.3,1.68E-05,845.1701288,2308
61.756739,17.5,75.3,2.10E-05,1611,2309
61.782274,17.6,78.8,2.60E-05,1866,2310
61.806919,19.4,77.7,2.50E-05,1540,2311
61.915595,17.5,74.7,2.30E-05,1713,2312
61.92333,19.4,79.8,2.50E-05,1464,2313
61.931115,17.5,74.7,2.20E-05,1515,2314
62.002082,17.5,75.3,1.20E-05,829,2315
62.024449,17.6,82.4,1.50E-05,872,2316
62.078153,19.4,80.4,1.48E-05,904.1510725,2317
62.164116,17.5,74.4,1.30E-05,681,2318
62.164549,19.2,66.4,9.83E-06,686.2818055,2319
62.17373739,19.5,113.3,3.39E-05,1918.495357,2320
62.187021,17.5,73.4,1.60E-05,861,2321
62.194058,17.6,78.8,1.60E-05,729,2322
62.20222,17.5,75.3,2.60E-05,1833,2323
62.288905,17.5,75.3,2.30E-05,1724.073575,2324
62.380807,17.6,85.2,2.73E-05,1302.905983,2325
62.419598,17.6,84.4,2.30E-05,1148,2326
62.446643,19.1,60.7,8.51E-06,556.0601213,2327
62.483259,19.3,70.5,1.72E-05,1287.134087,2328
62.513449,19.1,60.8,1.55E-05,1017.857175,2329
62.516982,17.6,81.6,2.50E-05,1287,2330
62.523565,17.6,78.8,8.83E-06,355.7569653,2331
62.52655,17.5,74.4,1.00E-05,402,2332
62.52764,17.5,75.3,2.20E-05,1257,2333
62.556775,17.6,80.3,3.20E-05,1920,2334
62.611174,17.5,74.7,2.30E-05,1772,2335
62.614321,19.6,114.4,2.61E-05,1434.146672,2336
62.648322,29.9,88.3,3.46E-05,1839.009868,2337
62.649066,28.4,96.2,2.61E-05,1348.555029,2338
62.654792,17.6,78.8,2.70E-05,1956,2339
62.689225,17.6,83.2,1.90E-05,1103,2340
62.69518043,18.6,113.5,3.19E-05,1865.793459,2341
62.738806,17.6,78.2,1.00E-05,354,2342
62.780559,19.4,77.7,2.30E-05,1430,2343
62.7851,17.6,80.3,2.50E-05,1750,2344
62.788146,17.6,85.8,3.08E-05,1946.623976,2345
62.794644,17.5,74.7,8.20E-06,313,2346
62.810204,17.6,83.2,9.26E-06,339.1964243,2347
62.882037,19.3,71.8,1.22E-05,816.6597187,2348
62.928517,19.2,70.2,1.11E-05,705.0739453,2349
62.931345,17.6,78.2,1.50E-05,757,2350
62.997124,17.6,82.4,2.80E-05,1486,2351
63.005383,17.5,74.4,7.92E-06,314.0880584,2352
63.009591,19.2,65.6,1.53E-05,1233.089073,2353
63.062763,19.2,68.1,2.02E-05,1445.170487,2354
63.076016,19.3,74.1,1.70E-05,1191,2355
63.09184,19.1,61.3,2.09E-05,1595.441913,2356
63.098478,17.5,73.4,9.51E-06,313.9538504,2357
63.109846,17.5,73.4,2.50E-05,1685,2358
63.11833,17.5,74.4,1.10E-05,483,2359
63.190933,19.2,65.9,1.70E-05,1219.098811,2360
63.270591,19.1,63.6,1.88E-05,1263.801436,2361
63.27447,22.6,103.5,2.79E-05,1708.11932,2362
63.282878,19.2,70,9.46E-06,524.4191886,2363
63.338036,17.5,74.7,1.00E-05,622,2364
63.362799,17.5,75.3,1.50E-05,697,2365
63.426097,17.6,83,1.22E-05,389.2883843,2366
63.455416,17.6,84.4,1.20E-05,478,2367
63.488613,17.5,73.8,8.50E-06,406,2368
63.505747,17.5,74.4,2.71E-05,1868.441018,2369
63.510014,17.6,81.9,1.50E-05,952,2370
63.510753,17.5,74.7,1.90E-05,1466,2371
63.515915,17.6,80.3,1.80E-05,1229,2372
63.561891,17.6,81.9,1.90E-05,1212,2373
63.566846,17.5,75,1.80E-05,1390,2374
63.577161,18.6,115.8,3.01E-05,1683.883674,2375
63.62725,17.6,82.4,2.60E-05,1760,2376
63.634795,19.1,63.9,1.28E-05,1027.89419,2377
63.639926,17.5,74.4,2.30E-05,1733,2378
63.647006,17.5,74.7,1.90E-05,1425,2379
63.649966,17.6,80.8,2.90E-05,1524,2380
63.722593,17.5,73.4,1.20E-05,803,2381
63.759855,17.5,76.4,1.20E-05,472,2382
63.806091,21.3,116.5,3.33E-05,1578.866685,2383
63.85677,19.2,70,1.59E-05,1159.162687,2384
63.887478,17.5,75.8,2.30E-05,1465.901228,2385
63.944785,17.6,82.4,1.00E-05,538,2386
63.969682,17.5,76.7,2.56E-05,1774.445991,2387
64.04668,17.5,72.5,1.00E-05,428,2388
64.055692,17.6,80.8,1.41E-05,893.5408702,2389
64.076086,17.5,75,1.60E-05,1122,2390
64.099648,18.6,114,3.30E-05,1812.750584,2391
64.138351,17.5,73.4,2.30E-05,1816,2392
64.143908,17.6,84.4,2.90E-05,1485,2393
64.153399,17.5,74.7,1.10E-05,758,2394
64.178881,17.6,83.2,1.20E-05,371,2395
64.228071,28.4,96.2,3.43E-05,1602.116426,2396
64.290746,19.3,74.1,1.20E-05,495,2397
64.32303,17.5,74.7,8.95E-06,328.4725281,2398
64.325983,19.1,60.7,1.75E-05,1389.570397,2399
64.339518,17.5,73.8,1.60E-05,821,2400
64.348878,19.2,65.6,1.59E-05,864.4808256,2401
64.351445,17.5,74.4,2.36E-05,1862.463153,2402
64.359381,17.5,74.4,1.30E-05,925,2403
64.36967,17.5,74.7,1.70E-05,991,2404
64.402745,17.6,84.9,2.90E-05,1603,2405
64.403367,17.6,83,2.50E-05,1335,2406
64.413004,17.6,84.4,1.20E-05,439,2407
64.455127,17.5,74.7,1.20E-05,825,2408
64.458605,17.6,78.8,1.20E-05,402,2409
64.481841,17.5,72.5,1.10E-05,679,2410
64.493171,19.2,65.4,1.43E-05,1117.597738,2411
64.522806,19.3,73.9,1.63E-05,1123.303085,2412
64.582321,17.6,78.2,1.50E-05,730,2413
64.613111,17.6,78.2,1.10E-05,639,2414
64.61459,17.6,80.5,3.35E-05,1982.907362,2415
64.621867,19.4,77.5,2.98E-05,1965.763472,2416
64.625676,17.6,78.2,1.10E-05,389,2417
64.652196,17.5,73.8,1.30E-05,532,2418
64.654482,19.3,74.1,1.60E-05,764,2419
64.684533,30.4,91.9,1.56E-05,844.2579189,2420
64.694106,17.5,74.7,2.80E-05,1849,2421
64.713742,17.6,79.1,2.63E-05,1496.357411,2422
64.733944,17.6,78.2,1.47E-05,667.9718507,2423
64.734167,17.5,75.3,2.40E-05,1450,2424
64.740304,17.6,83.2,3.00E-05,1773,2425
64.796014,17.6,80.3,1.16E-05,600.6900279,2426
64.816226,19.3,73.9,2.33E-05,1424.174185,2427
64.826093,17.5,74.4,9.20E-06,475,2428
64.835115,19.1,59.4,1.69E-05,1331.587594,2429
64.857739,17.5,75.3,2.80E-05,1834,2430
64.876259,17.5,74.4,2.00E-05,1122,2431
64.890397,17.6,83,1.60E-05,1010,2432
64.909893,19.4,80.4,2.40E-05,1557,2433
64.944782,17.5,73.4,2.30E-05,1226,2434
64.960696,17.5,73.8,3.00E-05,1997,2435
64.963299,17.6,84.4,2.00E-05,923,2436
65.037833,19.3,75.9,2.14E-05,1086.374808,2437
65.056696,17.5,74.1,1.11E-05,711.0968394,2438
65.142051,17.6,84.9,1.30E-05,525,2439
65.180383,17.6,80.3,2.20E-05,1558,2440
65.220295,17.6,80.8,1.40E-05,867,2441
65.228904,17.5,74.4,1.50E-05,749,2442
65.248644,19.1,60.5,1.13E-05,648.0013617,2443
65.274862,17.5,73.8,2.30E-05,1685,2444
65.303138,18.6,113.6,2.27E-05,1131.231673,2445
65.33882,19.2,69.8,1.11E-05,322.4950764,2446
65.347095,17.5,74.4,1.40E-05,705,2447
65.352456,17.6,78.2,2.10E-05,948,2448
65.360743,17.5,75.3,1.90E-05,1412,2449
65.447958,19.3,75.1,1.71E-05,846.2880636,2450
65.45094,17.6,80.8,1.50E-05,892,2451
65.499842,19.3,75.4,1.74E-05,687.3981436,2452
65.515214,19.1,59.6,9.87E-06,539.4939432,2453
65.524819,17.6,80.3,8.60E-06,303,2454
65.568282,17.6,84.9,1.73E-05,768.9031126,2455
65.583558,17.5,74.4,1.90E-05,1045,2456
65.629787,19.4,81.1,1.63E-05,703.9727466,2457
65.631385,19.2,67.3,2.55E-05,1989.314673,2458
65.641435,17.6,78.8,1.10E-05,434,2459
65.646782,17.5,74.4,1.30E-05,967,2460
65.71158,19.1,64.1,1.29E-05,722.4148472,2461
65.77973,17.5,74.4,1.17E-05,660.3776803,2462
65.814118,19.3,72,1.79E-05,880.4105188,2463
65.862995,19.4,77.7,1.60E-05,1051,2464
65.866128,17.5,73.8,1.70E-05,1216,2465
65.881143,17.5,73.4,1.00E-05,635,2466
65.881297,19.6,114.6,2.79E-05,1572.081781,2467
65.88928,17.5,72.5,2.30E-05,1777,2468
65.91322,19.2,65.9,1.25E-05,655.3945038,2469
65.917629,17.5,74.4,1.80E-05,995,2470
65.936015,17.6,80.3,2.90E-05,1706,2471
65.94901,19.4,80.4,2.40E-05,1340,2472
65.955659,17.6,78.2,3.00E-05,1896,2473
65.974115,27.7,65.5,1.14E-05,754.2220423,2474
65.981594,17.5,73.4,1.30E-05,951,2475
66.02692,19.2,67.6,1.02E-05,702.1415595,2476
66.057107,17.6,79.7,2.17E-05,1067.537332,2477
66.098567,17.6,81.9,2.20E-05,1048,2478
66.132528,19.3,73.4,2.35E-05,1427.055538,2479
66.199303,17.6,82.4,9.70E-06,412,2480
66.216299,17.5,75.3,1.10E-05,650,2481
66.217146,17.5,74.7,1.10E-05,489,2482
66.227169,17.5,73.8,1.40E-05,726,2483
66.229303,17.6,80.3,1.80E-05,874,2484
66.230219,17.6,80.3,2.70E-05,1444,2485
66.261867,17.6,77.3,2.70E-05,1622.206482,2486
66.306859,17.5,74.7,2.00E-05,1526,2487
66.348301,19.3,71.1,1.29E-05,535.3176003,2488
66.35289,17.6,80.8,3.10E-05,1836,2489
66.392144,19.4,80.4,2.60E-05,1351,2490
66.407039,17.5,75.3,2.80E-05,1812.726403,2491
66.408806,17.5,75.3,2.00E-05,1500,2492
66.420239,19.2,64.4,2.41E-05,1938.601623,2493
66.421711,17.5,74.7,1.00E-05,501,2494
66.434305,17.5,74.7,1.90E-05,1048,2495
66.4373,17.6,83,1.90E-05,839,2496
66.442896,17.5,73.4,1.80E-05,1163,2497
66.485837,19.2,65.9,1.63E-05,990.6875495,2498
66.516942,17.6,83,3.30E-05,1886,2499
66.561315,28.4,96.2,1.96E-05,972.1624372,2500
66.584937,17.6,78.2,2.80E-05,1516,2501
66.673523,17.6,83,1.60E-05,704,2502
66.682113,19.3,75.9,1.24E-05,512.330583,2503
66.695913,17.6,84.1,1.65E-05,1045.71762,2504
66.699384,17.6,84.9,2.96E-05,1675.725767,2505
66.703257,17.6,83.2,1.55E-05,962.6813031,2506
66.719355,17.6,80.8,1.20E-05,452,2507
66.756027,17.6,82.2,1.20E-05,669,2508
66.789467,17.5,74.7,2.40E-05,1781,2509
66.804498,17.6,77.3,2.34E-05,1693.03626,2510
66.921082,18.6,117.6,2.84E-05,1341.883834,2511
66.926605,17.6,84.4,1.50E-05,540,2512
66.937511,17.5,75.3,1.10E-05,517,2513
66.940057,19.1,60.8,1.09E-05,901.4332688,2514
66.94043,19.1,61.6,1.49E-05,910.6780203,2515
66.941238,17.5,74.7,2.00E-05,1505,2516
66.973638,17.5,74.7,2.70E-05,1895,2517
66.994223,17.5,73.8,2.10E-05,1673,2518
67.026518,19.1,60.9,1.01E-05,778.9987537,2519
67.037554,19.1,61.9,1.67E-05,1137.830647,2520
67.074919,17.6,84.4,1.00E-05,301,2521
67.117882,17.5,73.1,2.65E-05,1776.261079,2522
67.144412,17.6,83,1.10E-05,423,2523
67.153645,17.5,75.3,2.14E-05,1651.741353,2524
67.155339,17.6,78.8,2.10E-05,1557,2525
67.158781,17.5,74.7,1.60E-05,1186,2526
67.194508,17.5,72.5,2.30E-05,1377,2527
67.227344,19.3,73.6,2.49E-05,1531.620435,2528
67.255464,17.5,74.7,2.40E-05,1376,2529
67.304689,17.5,75.3,1.50E-05,767.4929917,2530
67.359526,17.5,75.3,1.60E-05,804,2531
67.36007,19.1,63.8,1.78E-05,1375.654452,2532
67.378977,17.6,81.9,2.90E-05,1563,2533
67.379166,19.1,61.5,1.53E-05,982.8721276,2534
67.384391,19.4,77.7,1.50E-05,640,2535
67.42476,19.4,77.7,1.60E-05,694,2536
67.506767,17.5,74.4,1.70E-05,886,2537
67.509231,17.6,78.2,1.00E-05,358,2538
67.521283,19.4,80.4,2.30E-05,1275,2539
67.521614,17.6,78.5,2.79E-05,1688.793691,2540
67.53075,17.5,76.4,2.80E-05,1805,2541
67.536079,19.4,79.8,2.60E-05,1369,2542
67.543589,19.3,76.4,2.87E-05,1806.898294,2543
67.558425,17.5,75,2.40E-05,1405,2544
67.589133,17.6,83,9.40E-06,332,2545
67.593555,17.5,75.3,2.58E-05,1422.348567,2546
67.593991,17.5,75,1.40E-05,736,2547
67.612635,17.6,78.2,2.48E-05,1369.94889,2548
67.62245,17.5,74.7,1.07E-05,637.8737738,2549
67.625308,19.2,65.7,1.66E-05,930.7642468,2550
67.628542,17.6,77.9,2.64E-05,1587.525765,2551
67.641664,17.5,74.4,2.70E-05,1650,2552
67.652647,19.2,65.4,2.02E-05,1601.381324,2553
67.661673,17.6,78.2,9.80E-06,353,2554
67.671823,17.5,74.7,1.40E-05,685,2555
67.749632,17.5,74.4,2.50E-05,1914,2556
67.757703,19.2,64.8,2.60E-05,1979.308202,2557
67.771715,17.6,78.2,1.70E-05,1081,2558
67.787966,17.5,73.4,1.90E-05,855,2559
67.790563,19.1,62.8,8.66E-06,328.8773636,2560
67.812789,17.5,73.4,1.30E-05,977,2561
67.851906,17.5,75.3,2.50E-05,1787,2562
67.944817,19.3,71.6,2.27E-05,1350.631667,2563
67.946196,17.6,78.2,2.40E-05,1162,2564
68.009889,17.6,82.4,1.00E-05,436,2565
68.029388,19.3,75.9,2.58E-05,1721.402904,2566
68.099539,17.6,80.3,2.20E-05,1109,2567
68.117392,17.6,83.2,3.00E-05,1700,2568
68.130171,28.9,102.3,3.55E-05,1686.100999,2569
68.213228,17.5,75,1.20E-05,757,2570
68.21534,17.6,78.2,9.90E-06,344,2571
68.278698,19.4,80.4,1.10E-05,579,2572
68.354336,19.3,75.9,2.62E-05,1493.746879,2573
68.396339,17.6,81.6,2.30E-05,1565,2574
68.403741,17.5,73.4,2.00E-05,1307,2575
68.410188,17.6,82.7,2.31E-05,1538.822156,2576
68.427909,17.5,75.3,2.60E-05,1612,2577
68.469378,17.5,74.7,2.65E-05,1832.141989,2578
68.477251,17.6,80.8,2.30E-05,1613,2579
68.479374,19.2,66,2.01E-05,1266.150279,2580
68.491894,17.6,84.9,1.20E-05,680,2581
68.498833,19.3,74.1,2.10E-05,1510,2582
68.514611,17.6,81.6,2.40E-05,1371,2583
68.538631,17.5,75.3,2.30E-05,1286,2584
68.615502,18.6,117.6,4.03E-05,1836.876182,2585
68.630674,17.5,75.3,2.30E-05,1323,2586
68.651509,17.6,84.4,1.80E-05,806,2587
68.670206,17.6,80.3,1.60E-05,1078,2588
68.721789,17.5,76.4,2.00E-05,1502,2589
68.759838,17.6,80.8,3.10E-05,1929,2590
68.783182,19.1,61.9,1.47E-05,901.7933046,2591
68.790425,17.6,78.2,2.80E-05,1587,2592
68.793783,17.5,75.3,2.80E-05,1821,2593
68.832162,17.5,74.1,2.52E-05,1912.357317,2594
68.83638,17.5,74.7,1.60E-05,1168,2595
68.918638,17.5,74.1,2.08E-05,1319.70218,2596
68.921894,17.5,74.4,1.60E-05,844.0017362,2597
68.934698,17.5,75.3,1.70E-05,1288,2598
68.941374,17.6,84.9,3.40E-05,1913,2599
68.954034,19.3,76.4,1.48E-05,981.1386144,2600
68.984167,17.6,81.1,2.31E-05,1233.005623,2601
68.986033,17.5,74.4,1.60E-05,1171,2602
69.002434,17.5,74.7,2.00E-05,1437,2603
69.138808,19.4,77.5,1.86E-05,982.6419764,2604
69.146947,17.5,74.7,1.40E-05,989,2605
69.151186,17.6,81.9,3.10E-05,1913,2606
69.165074,17.6,78.2,1.60E-05,1123,2607
69.195308,17.5,74.7,2.10E-05,1306,2608
69.207976,17.6,78.8,2.90E-05,1713,2609
69.330686,19.2,67.6,1.90E-05,1087.124322,2610
69.332511,19.1,62.8,1.59E-05,991.298603,2611
69.33442,17.6,81.3,2.93E-05,1769.164304,2612
69.336363,17.6,80.3,9.80E-06,488,2613
69.372446,17.5,75.3,2.66E-05,1784.142154,2614
69.383474,19.4,80.4,2.34E-05,1356.020347,2615
69.408871,19.1,63.3,1.74E-05,1021.266351,2616
69.425616,17.6,82.4,2.85E-05,1529.889722,2617
69.452339,17.6,78.2,2.50E-05,1459,2618
69.454392,17.6,77.3,2.62E-05,1556.46825,2619
69.461499,17.5,74.7,1.40E-05,699,2620
69.499886,17.6,78.2,2.00E-05,1320,2621
69.505731,19.1,61.5,1.92E-05,1359.924959,2622
69.554056,17.5,74.7,1.90E-05,1030,2623
69.564121,17.6,78.2,2.70E-05,1953,2624
69.590678,18.6,117.3,2.22E-05,1077.610609,2625
69.618762,19.3,71.1,1.43E-05,534.4902248,2626
69.622534,17.6,82.2,2.90E-05,1532,2627
69.647178,17.5,74.7,9.40E-06,476,2628
69.681655,17.6,78.8,2.10E-05,1524,2629
69.713498,17.5,73.8,1.70E-05,926,2630
69.764244,17.5,74.7,1.38E-05,681.8965546,2631
69.784411,19.4,79.8,1.71E-05,1042.621055,2632
69.800831,17.5,73.4,1.20E-05,838,2633
69.894379,17.6,81.3,1.12E-05,439.3608019,2634
69.89529,17.5,74.7,1.57E-05,1179.774918,2635
69.991177,24.8,107.1,2.88E-05,1672.065451,2636
70.008502,17.5,73.4,2.76E-05,1940.466954,2637
70.038226,17.6,84.4,2.80E-05,1743,2638
70.074274,17.5,73.4,1.50E-05,778,2639
70.0787,17.6,78.2,1.56E-05,1069.62284,2640
70.085078,19.4,80.4,2.70E-05,1682,2641
70.124531,17.5,73.8,1.00E-05,363,2642
70.128718,19.4,77.7,2.15E-05,1087.790437,2643
70.166805,17.5,73.8,9.40E-06,557,2644
70.199146,19.2,66.5,1.80E-05,1128.052198,2645
70.26027,17.6,80.3,2.10E-05,1371,2646
70.27953,19.3,74.9,1.37E-05,819.1275347,2647
70.29047,19.3,74.1,2.10E-05,1387,2648
70.306417,17.6,82.2,2.40E-05,1646,2649
70.351936,19.4,80.4,2.53E-05,1525.52444,2650
70.359874,17.5,74.4,2.40E-05,1831,2651
70.38946,17.6,80.3,1.20E-05,733,2652
70.42379,17.5,74.7,1.90E-05,1038,2653
70.427995,17.5,73.8,2.30E-05,1826,2654
70.520128,17.6,80.3,2.00E-05,1181,2655
70.545288,19.4,80.4,2.00E-05,1289,2656
70.558223,17.6,83.5,1.45E-05,566.849995,2657
70.579952,17.6,83.2,2.10E-05,1003,2658
70.580453,17.6,80.3,1.10E-05,427,2659
70.596234,17.6,82.4,1.10E-05,397,2660
70.676811,19.4,79.8,1.90E-05,1221,2661
70.740915,17.5,74.7,2.90E-05,1799,2662
70.757071,17.5,72.5,1.90E-05,1075,2663
70.757386,17.5,74.4,2.30E-05,1174,2664
70.76841,19.4,80.4,9.99E-06,308.0641316,2665
70.805145,19.4,77.7,2.05E-05,1198.931849,2666
70.816764,17.5,74.7,9.90E-06,371,2667
70.82295,17.5,73.8,9.40E-06,332,2668
70.823686,18.6,115.2,2.27E-05,1116.903445,2669
70.847606,19.2,68.3,9.93E-06,663.8867216,2670
70.857301,17.5,72.5,2.40E-05,1465,2671
70.927231,17.5,73.8,1.20E-05,788,2672
70.945891,17.6,79.7,2.37E-05,1682.598588,2673
70.94637,19.1,61.8,1.51E-05,921.4641385,2674
70.979314,17.5,74.7,1.50E-05,670,2675
70.995515,19.2,69.1,1.17E-05,533.1250717,2676
71.015971,18.6,117.2,3.43E-05,1712.840331,2677
71.093966,17.5,74.4,9.30E-06,323,2678
71.110205,17.5,74.7,1.60E-05,1090,2679
71.113476,17.5,74.4,8.10E-06,318,2680
71.13247,17.6,77.6,2.80E-05,1652.425416,2681
71.156759,17.5,74.7,1.70E-05,1281,2682
71.158274,17.5,74.7,2.20E-05,1400,2683
71.179371,17.6,84.9,1.10E-05,388,2684
71.233746,17.5,74.7,2.47E-05,1936.519213,2685
71.240709,17.5,73.4,8.80E-06,488,2686
71.265638,17.6,78.5,2.04E-05,1483.567354,2687
71.269012,17.5,73.8,2.70E-05,1919,2688
71.271466,17.5,74.4,2.80E-05,1864,2689
71.284235,17.5,76.4,2.00E-05,1476,2690
71.353098,27.7,65.5,1.50E-05,862.2827088,2691
71.357157,17.5,74.7,1.20E-05,551,2692
71.363784,17.6,80.3,2.58E-05,1815.507572,2693
71.385255,17.6,81.6,1.50E-05,965,2694
71.394676,17.6,82.4,2.18E-05,1513.509031,2695
71.414638,17.6,80.3,2.20E-05,1567,2696
71.434557,19.3,76.2,2.67E-05,1518.059784,2697
71.502721,17.6,78.2,2.20E-05,1062,2698
71.5575,17.5,75.3,1.20E-05,757,2699
71.618233,19.3,72,1.85E-05,1151.488332,2700
71.646906,19.4,80.4,1.55E-05,599.9706355,2701
71.72185,19.4,80.4,2.50E-05,1388,2702
71.734874,19.4,78.9,1.01E-05,406.1317492,2703
71.741115,17.5,74.4,2.50E-05,1504,2704
71.781358,17.6,78.2,2.60E-05,1811.082375,2705
71.811691,17.6,81.6,2.60E-05,1265,2706
71.815138,17.6,84.4,1.70E-05,701,2707
71.844534,19.2,69.6,1.80E-05,971.5710001,2708
71.867552,17.5,75,2.10E-05,1488,2709
71.913035,17.6,80.8,1.92E-05,1349.88848,2710
71.923578,17.5,75.3,2.00E-05,1531,2711
71.959599,17.6,81.6,1.30E-05,741,2712
71.986498,17.5,74.7,2.40E-05,1408,2713
71.987181,17.6,80.3,1.00E-05,561,2714
71.996854,17.5,74.7,1.50E-05,1112,2715
72.024478,19.2,69.1,1.03E-05,410.1646165,2716
72.03293,17.5,75,2.80E-05,1815,2717
72.034305,17.6,78.2,1.85E-05,1305.070651,2718
72.043381,17.5,75.3,1.30E-05,756,2719
72.046156,17.5,75.3,1.60E-05,1117,2720
72.104779,17.6,82.2,1.50E-05,950,2721
72.118291,17.6,78.2,2.80E-05,1852,2722
72.127853,17.5,74.7,2.90E-05,1889,2723
72.141114,19.2,67.3,2.01E-05,1429.735427,2724
72.184315,23.1,115.5,3.74E-05,1709.20501,2725
72.187042,17.5,74.7,2.30E-05,1742,2726
72.203893,19.3,72.6,1.85E-05,985.4409877,2727
72.227887,17.5,74.4,9.20E-06,312,2728
72.228496,17.5,73.4,2.50E-05,1437,2729
72.261481,19.1,59.6,1.09E-05,629.7551275,2730
72.276934,19.3,71.4,1.66E-05,1225.743331,2731
72.289203,17.6,78.2,2.10E-05,972,2732
72.29709,17.6,78.2,8.80E-06,363,2733
72.314408,17.6,82.2,2.40E-05,1202,2734
72.323701,17.6,82.4,1.10E-05,542,2735
72.35273,17.5,75.3,1.40E-05,811,2736
72.397437,19.4,77.7,1.90E-05,1292,2737
72.39815,17.6,78.2,2.30E-05,1048,2738
72.403243,17.6,83,1.60E-05,721,2739
72.431322,17.5,73.4,1.49E-05,1116.491411,2740
72.441894,17.5,74.7,2.40E-05,1479,2741
72.477171,17.5,74.4,1.20E-05,815,2742
72.48258,17.5,74.4,1.50E-05,1120,2743
72.496646,19.4,77.7,2.50E-05,1466,2744
72.521694,17.5,72.8,9.05E-06,473.0071102,2745
72.559789,17.6,84.4,2.67E-05,1802.706321,2746
72.583336,17.5,75.5,1.36E-05,666.9010404,2747
72.58619,17.5,73.4,2.70E-05,1586,2748
72.601434,19.4,79.8,8.80E-06,322,2749
72.61027,17.6,80.8,1.80E-05,1248,2750
72.626331,17.5,74.7,2.60E-05,1684,2751
72.64203,19.1,62.3,8.87E-06,342.3315082,2752
72.663061,19.2,67.3,1.95E-05,1226.942577,2753
72.679091,17.5,74.7,2.29E-05,1599.46608,2754
72.70984,17.5,75.3,2.03E-05,1578.451235,2755
72.726594,17.6,80.8,3.10E-05,1981,2756
72.775614,17.6,82.2,1.00E-05,428,2757
72.779219,19.2,64.4,1.30E-05,802.3769026,2758
72.793203,19.3,76.2,2.63E-05,1820.717202,2759
72.795208,19.5,113.5,2.60E-05,1292.206332,2760
72.867749,17.5,75.3,2.00E-05,1557,2761
72.869899,17.5,73.4,2.00E-05,1546,2762
72.878493,17.5,74.7,1.50E-05,1068,2763
72.881126,19.1,62.3,1.92E-05,1399.848145,2764
72.892867,17.5,74.7,2.21E-05,1690.399222,2765
72.910747,17.5,74.4,1.40E-05,930,2766
72.91336,17.5,75.5,1.62E-05,1216.2232,2767
72.958174,17.6,80.3,2.90E-05,1912,2768
72.990946,19.3,76.4,2.42E-05,1248.081143,2769
73.024554,19.2,70,2.10E-05,1408.669587,2770
73.050926,22.6,103.5,2.70E-05,1246.236148,2771
73.06633,19.2,67.3,1.07E-05,402.2344254,2772
73.07278,19.1,60.9,1.63E-05,959.8321617,2773
73.083318,17.6,85.8,1.56E-05,941.3086244,2774
73.216068,17.6,80.3,1.40E-05,740,2775
73.248696,17.5,76.4,2.90E-05,1999,2776
73.36395,17.5,73.4,2.80E-05,1982,2777
73.367915,17.6,80.8,1.30E-05,813,2778
73.401522,17.6,84.4,3.00E-05,1528,2779
73.422942,19.3,72,1.12E-05,452.4114684,2780
73.433446,17.6,81.1,2.81E-05,1840.617614,2781
73.466564,19.4,78.9,2.85E-05,1779.397691,2782
