chi2,mass,radii,mdot,velocity,ID
28.655896,17.5,74.7,1.37E-05,883.3390969,3919
28.788815,19.3,74.4,9.74E-06,380.6178615,3920
28.819174,28.9,102.3,2.71E-05,1326.417163,3921
28.862556,28.9,102.3,2.84E-05,1394.973453,3922
28.920834,28.4,96.2,2.58E-05,1425.218734,3923
29.01786,17.5,74.7,2.01E-05,1412.974798,3924
29.021481,33.2,93.2,3.23E-05,1752.540126,3925
29.063191,28.6,98.5,2.21E-05,1061.727363,3926
29.107059,17.5,74.7,1.83E-05,1289.048948,3927
29.477962,17.5,75.3,1.85E-05,1042.310806,3928
29.490338,17.5,74.7,2.07E-05,1467.003596,3929
29.584349,19.3,74.9,2.01E-05,1249.174934,3930
29.822083,28.9,102.3,3.41E-05,1621.500021,3931
30.036522,28.4,96.2,2.47E-05,1334.928565,3932
30.072199,19.2,69.6,1.05E-05,599.1672731,3933
30.171523,28.4,96.2,2.27E-05,1143.962581,3934
30.207436,17.5,75.3,1.28E-05,768.1286952,3935
30.288934,19.1,61.3,1.01E-05,546.4723055,3936
30.705135,17.6,83,2.40E-05,1351.199744,3937
30.716803,28.4,96.2,2.54E-05,1511.312522,3938
30.747273,18.6,113.1,3.63E-05,1789.691299,3939
30.970225,19.4,78.3,1.58E-05,944.6667915,3940
31.013394,17.5,75.3,1.19E-05,716.1692007,3941
31.201291,17.5,75.3,1.36E-05,865.3226767,3942
31.252877,17.5,74.4,1.01E-05,537.1039735,3943
31.581696,17.5,74.7,1.90E-05,994.138685,3944
31.83334,17.5,75.3,1.04E-05,546.3544267,3945
31.98243,17.5,75.3,2.50E-05,1617.359952,3946
32.319126,17.6,83,2.26E-05,1150.73891,3947
32.379451,17.6,78.2,1.16E-05,630.2927123,3948
32.449615,17.5,75.3,1.18E-05,716.2299491,3949
32.560003,17.5,74.7,9.99E-06,461.8718928,3950
32.586898,17.6,83,1.23E-05,562.4699598,3951
32.644047,28.9,102.3,3.45E-05,1906.819172,3952
32.757499,27.9,91.7,2.97E-05,1752.556323,3953
32.875459,19.4,80.4,2.42E-05,1313.14701,3954
32.96582,17.5,74.7,2.68E-05,1701.186125,3955
32.971519,17.5,74.7,2.83E-05,1927.604896,3956
33.145227,17.5,74.7,1.96E-05,1413.005149,3957
33.173041,17.5,74.7,1.86E-05,1275.847307,3958
33.363829,19.4,80.4,2.01E-05,984.1838145,3959
33.387484,28.8,100.9,3.54E-05,1812.29424,3960
33.402486,17.5,74.7,2.37E-05,1447.395379,3961
33.416559,17.5,74.7,1.79E-05,1283.067367,3962
33.550432,19.4,80.4,2.20E-05,1196.678908,3963
33.607738,19.4,80.7,1.96E-05,1019.880101,3964
33.685044,29.1,104,3.88E-05,1919.407671,3965
33.766221,17.5,74.7,1.20E-05,625.7532669,3966
34.419357,17.5,74.7,1.63E-05,851.8230647,3967
34.530966,12.33597219,167.1662561,2.62E-05,623.7526968,3968
34.584075,27.3,111.7,2.68E-05,1224.698316,3969
34.768572,17.6,85.2,2.01E-05,1225.314906,3970
34.841042,28.4,96.2,2.24E-05,1324.436183,3971
34.870559,6.45108094,102.0442958,3.94E-05,1816.490214,3972
34.884367,20.58489399,189.0961519,3.83E-05,1319.766463,3973
35.14629,17.6,83,2.94E-05,1692.313829,3974
35.319574,19.3,73.9,1.76E-05,1060.738639,3975
35.402793,19.6,114.3,3.36E-05,1585.879865,3976
35.459475,17.6,81.3,1.44E-05,680.6986103,3977
35.597166,28.4,96.2,2.01E-05,1004.210392,3978
35.845645,17.6,83.2,2.48E-05,1296.64499,3979
36.055179,28.9,102.3,2.68E-05,1480.129772,3980
36.127042,19.4,80.4,1.06E-05,404.5984523,3981
36.579883,17.6,78.2,1.88E-05,1024.14209,3982
36.718255,17.5,72.8,1.65E-05,831.3305383,3983
36.812806,29.2,104.6,3.48E-05,1679.001695,3984
36.813979,19.3,74.1,1.65E-05,874.1271316,3985
37.097559,17.5,75.3,1.68E-05,898.3674896,3986
37.411183,19.1,63.6,1.62E-05,1124.68299,3987
37.425781,17.6,78.2,1.84E-05,1259.581409,3988
37.570623,17.5,74.7,2.28E-05,1408.183057,3989
37.825616,28.4,96.2,2.21E-05,1125.659689,3990
37.927614,17.5,74.7,2.07E-05,1151.524207,3991
38.213488,17.5,73.4,2.08E-05,1196.368923,3992
38.255235,17.5,73.4,9.82E-06,463.0997625,3993
38.432992,19.6,114.4,3.27E-05,1723.784332,3994
38.546825,17.5,74.7,2.16E-05,1301.719374,3995
38.60147,17.5,75.3,2.83E-05,1863.681835,3996
38.677198,17.5,75.3,1.29E-05,838.2043857,3997
38.716197,18.6,115.8,3.30E-05,1749.799682,3998
38.740358,28.4,96.2,2.63E-05,1605.063214,3999
38.954388,26.3,98.8,3.10E-05,1885.299636,4000
39.124058,22.6,103.5,2.45E-05,1184.27801,4001
39.141914,17.6,78.2,2.41E-05,1553.138773,4002
39.175419,17.5,75.3,1.17E-05,548.7286217,4003
39.224527,17.5,74.7,2.47E-05,1814.358781,4004
39.268383,17.6,83,2.63E-05,1515.944372,4005
39.392628,17.6,83,2.79E-05,1574.755913,4006
39.53965796,19.5,113.9,3.37E-05,1832.989851,4007
39.569149,24.3,98.1,3.02E-05,1756.199667,4008
39.712351,17.5,75.3,1.79E-05,1258.534406,4009
40.035499,17.5,74.7,2.78E-05,1963.746198,4010
40.087878,19.3,74.1,9.70E-06,473.2686173,4011
40.097566,17.5,75.3,1.57E-05,1017.40867,4012
40.19119,17.5,74.7,2.31E-05,1447.998253,4013
40.280176,17.6,83,1.59E-05,738.9681819,4014
40.363859,28.9,102.3,2.14E-05,1111.973159,4015
40.597788,28.4,96.2,2.42E-05,1456.575998,4016
40.681103,28.4,96.2,2.80E-05,1668.10869,4017
40.755299,17.5,75.3,9.83E-06,433.3353896,4018
40.76908,28.9,102.3,2.02E-05,1011.589948,4019
40.788995,17.6,83,1.66E-05,750.8307866,4020
40.836869,17.5,75.3,9.41E-06,459.3590385,4021
40.888987,26.8,105.2,3.27E-05,1844.879833,4022
41.060534,17.5,74.7,1.90E-05,1330.551666,4023
41.144073,17.5,75.3,1.98E-05,1452.706121,4024
41.286355,17.5,74.7,2.17E-05,1574.706794,4025
41.358742,17.5,74.7,2.45E-05,1766.707346,4026
41.403899,17.5,74.7,2.28E-05,1458.738086,4027
41.447817,28.7,99.3,3.08E-05,1551.316899,4028
41.789511,24.7,105,2.57E-05,1395.585417,4029
42.030763,17.5,74.7,2.15E-05,1279.333331,4030
42.089559,17.5,75.3,1.02E-05,506.631308,4031
42.146995,17.6,81.6,3.10E-05,1828.790017,4032
42.150878,19.4,80.4,2.33E-05,1338.964803,4033
42.401482,17.6,83,2.02E-05,898.1750085,4034
42.452271,17.5,74.7,2.93E-05,1972.551176,4035
42.67611345,19.6,114.4,3.33E-05,1846.788095,4036
42.841522,19.6,114.8,3.28E-05,1795.66395,4037
42.907257,34.2,98.1,2.91E-05,1711.959995,4038
43.025432,19.6,116.8,3.45E-05,1822.786567,4039
43.059744,19.4,80.4,2.53E-05,1402.875772,4040
43.070266,24.7,105,2.93E-05,1672.095848,4041
43.081212,19.4,80.4,1.66E-05,757.5615517,4042
43.173468,17.5,75.3,1.45E-05,757.4089194,4043
43.20671,19.4,80.4,2.56E-05,1503.878618,4044
43.318037,28.4,96.2,2.37E-05,1416.039097,4045
43.345642,19.3,72.9,1.96E-05,1112.747424,4046
43.610942,27,106.9,2.10E-05,1042.956778,4047
43.642838,17.5,74.7,1.24E-05,625.6292119,4048
43.742735,17.5,74.7,1.03E-05,430.0303547,4049
44.1262123,19.6,114.5,3.33E-05,1865.696796,4050
44.215027,17.5,77,1.37E-05,686.8951227,4051
44.220707,17.5,75.3,1.16E-05,584.7511376,4052
44.75124,28.4,96.2,1.96E-05,1113.000494,4053
45.027798,19.4,80.4,1.17E-05,532.5832651,4054
45.299813,19.2,66,1.61E-05,1002.754106,4055
45.399071,17.6,78.2,1.79E-05,902.6050064,4056
45.431255,17.5,75.3,2.42E-05,1583.855774,4057
45.453523,17.6,78.2,2.06E-05,1454.48262,4058
45.719138,17.5,75.3,2.51E-05,1870.263759,4059
45.735468,17.6,78.2,2.35E-05,1566.894421,4060
45.941343,17.6,85.5,1.11E-05,424.1693235,4061
46.030872,17.5,74.4,2.55E-05,1905.3408,4062
46.068366,19.6,114.4,2.75E-05,1360.950936,4063
46.088898,17.5,72.8,2.68E-05,1932.120663,4064
46.100726,17.5,75.3,1.34E-05,636.3862625,4065
46.68846,19.3,75.9,2.54E-05,1512.63222,4066
46.761784,17.5,75.3,1.67E-05,908.8126458,4067
46.768764,17.5,75.3,2.56E-05,1769.780076,4068
46.83027,17.5,74.7,1.81E-05,1292.1864,4069
46.926005,28.9,102.3,3.97E-05,1920.898769,4070
46.965301,19.3,74.9,1.82E-05,868.4219895,4071
46.971099,17.6,84.4,1.50E-05,603.2996677,4072
47.154495,17.6,78.2,2.38E-05,1370.749897,4073
47.348164,17.6,83,2.34E-05,1207.444847,4074
47.450646,17.5,75.3,2.08E-05,1213.811359,4075
47.655562,17.5,75.3,1.04E-05,486.1197933,4076
47.935895,17.5,75.3,2.69E-05,1914.497028,4077
47.983588,18.6,112.8,4.15E-05,1979.485033,4078
48.127748,28.9,102.3,3.11E-05,1809.091551,4079
48.149514,17.5,75.3,2.42E-05,1395.236842,4080
48.185931,17.5,75.3,1.78E-05,1086.90356,4081
48.276915,17.5,75.3,1.14E-05,689.8658468,4082
48.298625,24.8,107.1,2.93E-05,1425.399619,4083
48.43298,19.4,80.7,1.19E-05,447.0649348,4084
48.498893,19.2,67.2,2.01E-05,1460.041064,4085
48.521354,19.1,61.5,8.16E-06,336.9309847,4086
48.866917,28.8,100.9,1.83E-05,907.2091583,4087
48.894104,19.4,80.4,1.83E-05,812.7343318,4088
48.917489,30.1,90.2,1.72E-05,978.8792833,4089
49.086374,19.3,72,1.04E-05,603.4936042,4090
49.232335,19.6,114.4,2.75E-05,1421.271081,4091
49.322802,17.6,83,2.58E-05,1550.083319,4092
49.398483,19.6,114.4,2.93E-05,1616.68751,4093
49.452771,29.3,105.7,2.56E-05,1092.547362,4094
49.735645,30.1,90.2,1.60E-05,873.740485,4095
49.999558,17.6,78.2,2.32E-05,1484.918978,4096
50.097134,17.6,78.2,2.46E-05,1682.309827,4097
50.105198,17.5,75.3,1.08E-05,509.8684255,4098
50.143867,17.5,75.3,2.29E-05,1628.993895,4099
50.176395,17.5,74.7,2.05E-05,1543.041834,4100
50.582538,19.4,77.5,1.89E-05,1247.483582,4101
50.686794,19.1,64.2,2.11E-05,1455.743491,4102
50.721451,19.1,61.6,1.64E-05,1255.996259,4103
51.421996,17.5,76.7,1.10E-05,633.5657233,4104
51.447743,21,108.6,2.88E-05,1565.089791,4105
52.111998,19.4,78.3,1.10E-05,320.2938347,4106
52.263869,19.4,80.4,1.46E-05,798.0269479,4107
52.329988,17.5,75.3,1.51E-05,1077.415034,4108
52.343878,19.4,80.4,2.29E-05,1467.727927,4109
52.492106,28.9,102.3,3.31E-05,1587.238012,4110
52.731139,19.1,61.3,1.48E-05,977.1873097,4111
52.876284,19.3,72,1.72E-05,1202.676834,4112
52.983955,28.4,96.2,2.54E-05,1285.618339,4113
53.006336,28.9,102.3,3.60E-05,1939.795664,4114
53.130052,17.6,81.3,9.52E-06,365.3638793,4115
53.180934,17.5,74.7,2.84E-05,1893.570308,4116
53.322465,19.2,68.6,2.06E-05,1522.726908,4117
53.323558,16.96836851,104.5645089,2.43E-05,1335.716123,4118
53.357091,17.5,73.4,2.28E-05,1661.86029,4119
53.40214,17.6,82.4,1.71E-05,707.3584342,4120
53.410454,17.5,75.3,2.40E-05,1795.369991,4121
53.50778,17.6,80.8,1.47E-05,946.0008247,4122
54.008255,19.3,72,1.60E-05,987.469702,4123
54.031518,17.6,78.2,2.55E-05,1661.269197,4124
54.095364,18.6,114,3.58E-05,1823.938294,4125
54.169078,17.5,75.3,2.53E-05,1586.181788,4126
54.411775,19.2,70.2,2.01E-05,1415.331564,4127
54.414639,19.1,63.6,1.99E-05,1490.406518,4128
54.568138,28.9,102.3,2.83E-05,1629.431341,4129
54.597836,28.9,102.3,1.99E-05,944.6253896,4130
54.658709,17.6,83,3.16E-05,1937.674245,4131
54.708485,17.6,78.2,1.28E-05,699.5791571,4132
54.714047,19.1,60.7,1.37E-05,1167.901431,4133
54.724559,17.6,78.2,2.23E-05,1144.004813,4134
54.760417,19.6,114.2,2.47E-05,1192.176447,4135
54.760894,17.5,75.3,2.25E-05,1321.399613,4136
54.874745,17.5,74.7,1.29E-05,886.9402824,4137
54.889071,19.2,66.2,8.02E-06,445.0798714,4138
54.955891,29.1,103.4,3.70E-05,1787.376811,4139
54.968252,19.3,73.4,1.01E-05,319.6762313,4140
55.116198,17.5,74.7,2.43E-05,1395.450474,4141
55.425589,17.6,80.3,2.30E-05,1184.83144,4142
55.669231,17.6,83,1.03E-05,473.8677308,4143
55.736196,17.5,74.7,2.60E-05,1661.061449,4144
55.893082,17.5,74.7,1.91E-05,1450.912414,4145
55.97154,7.406085259,172.9118877,5.46E-05,1511.599759,4146
56.248331,19.6,114.4,2.58E-05,1336.773285,4147
56.414782,19.1,63,1.12E-05,470.9077212,4148
56.4453,19.6,114.4,2.74E-05,1434.80265,4149
56.480404,27.2,110.3,3.70E-05,1996.423809,4150
56.722673,28.4,96.2,3.40E-05,1402.487087,4151
56.755702,17.5,72.5,1.48E-05,669.8372098,4152
56.785784,17.6,83,1.05E-05,451.9859506,4153
56.814141,17.5,75.3,1.00E-05,411.3822323,4154
57.030088,17.5,75.3,2.24E-05,1616.443913,4155
57.266241,17.6,82.7,2.63E-05,1689.43248,4156
57.382026,28.4,96.2,2.02E-05,1010.196465,4157
57.532894,28.4,96.2,1.94E-05,1118.544263,4158
57.554049,19.2,66.5,1.67E-05,996.6057659,4159
57.692851,17.6,85.8,2.05E-05,1301.314529,4160
57.851272,19.2,67.6,1.64E-05,832.492721,4161
57.871795,19.4,78.6,1.63E-05,939.3548523,4162
58.329571,19.3,73.1,8.46E-06,363.7449698,4163
58.342949,17.6,78.2,2.60E-05,1432.320904,4164
58.41691,19.4,80.1,1.07E-05,301.7793136,4165
58.476864,17.5,74.4,1.24E-05,830.9505001,4166
58.477447,17.5,75.3,1.92E-05,1051.484151,4167
58.61698,19.3,72.6,1.78E-05,914.6348944,4168
58.699618,19.2,65.1,1.15E-05,825.5170917,4169
58.758383,19.4,80.4,1.49E-05,556.4162476,4170
58.783304,31.2,99.1,3.75E-05,1878.80209,4171
58.798123,19.3,72.6,2.02E-05,1179.705098,4172
58.889577,17.5,74.7,1.94E-05,1183.530016,4173
59.207419,19.4,80.4,2.56E-05,1497.190206,4174
59.236708,25.1,113.4,2.99E-05,1599.965918,4175
59.257154,28.9,102.3,2.95E-05,1646.009944,4176
59.283374,18.6,114.3,3.88E-05,1963.201352,4177
59.339724,17.5,75,2.56E-05,1560.974727,4178
59.418483,17.5,75.3,2.22E-05,1613.205757,4179
59.455826,17.5,75.3,2.22E-05,1269.415141,4180
59.642895,19.1,61.3,1.49E-05,932.7165238,4181
59.725562,17.6,83,1.23E-05,668.2022961,4182
59.746107,17.5,74.7,2.47E-05,1452.525868,4183
60.077146,28.4,96.2,3.59E-05,1912.560094,4184
60.286002,19.4,80.4,2.64E-05,1541.441229,4185
60.341943,19.1,61.1,1.54E-05,1221.282235,4186
60.471247,17.6,78.2,2.26E-05,1542.761593,4187
60.568736,17.5,75.3,2.51E-05,1850.249145,4188
60.901518,28.4,96.2,3.26E-05,1649.975448,4189
61.072721,17.5,74.7,1.50E-05,1097.317817,4190
61.312765,17.6,79.1,1.23E-05,736.0649347,4191
61.364991,19.4,80.4,1.96E-05,924.8159331,4192
61.510616,17.6,78.2,2.57E-05,1364.856606,4193
61.678701,17.6,78.5,1.29E-05,594.5982851,4194
61.832614,28.9,102.3,2.49E-05,1431.257656,4195
62.078153,19.4,80.4,1.48E-05,904.1510725,4196
62.17373739,19.5,113.3,3.39E-05,1918.495357,4197
62.288905,17.5,75.3,2.30E-05,1724.073575,4198
62.513449,19.1,60.8,1.55E-05,1017.857175,4199
62.614321,19.6,114.4,2.61E-05,1434.146672,4200
62.648322,29.9,88.3,3.46E-05,1839.009868,4201
62.649066,28.4,96.2,2.61E-05,1348.555029,4202
62.69518043,18.6,113.5,3.19E-05,1865.793459,4203
63.09184,19.1,61.3,2.09E-05,1595.441913,4204
63.27447,22.6,103.5,2.79E-05,1708.11932,4205
63.426097,17.6,83,1.22E-05,389.2883843,4206
63.577161,18.6,115.8,3.01E-05,1683.883674,4207
63.806091,21.3,116.5,3.33E-05,1578.866685,4208
63.852886,17.5,75.3,8.96E-06,458.4712974,4209
64.099648,18.6,114,3.30E-05,1812.750584,4210
64.228071,28.4,96.2,3.43E-05,1602.116426,4211
64.351445,17.5,74.4,2.36E-05,1862.463153,4212
64.684533,30.4,91.9,1.56E-05,844.2579189,4213
64.733944,17.6,78.2,1.47E-05,667.9718507,4214
65.16543,17.6,83,2.74E-05,1295.849615,4215
65.248644,19.1,60.5,1.13E-05,648.0013617,4216
65.303138,18.6,113.6,2.27E-05,1131.231673,4217
65.447958,19.3,75.1,1.71E-05,846.2880636,4218
65.492863,6.80150612,137.257914,3.64E-05,1935.118131,4219
65.631385,19.2,67.3,2.55E-05,1989.314673,4220
65.881297,19.6,114.6,2.79E-05,1572.081781,4221
66.407039,17.5,75.3,2.80E-05,1812.726403,4222
66.420239,19.2,64.4,2.41E-05,1938.601623,4223
66.561315,28.4,96.2,1.96E-05,972.1624372,4224
66.86577,17.6,84.4,9.39E-06,321.182021,4225
66.921082,18.6,117.6,2.84E-05,1341.883834,4226
67.153645,17.5,75.3,2.14E-05,1651.741353,4227
67.304689,17.5,75.3,1.50E-05,767.4929917,4228
67.379166,19.1,61.5,1.53E-05,982.8721276,4229
67.593555,17.5,75.3,2.58E-05,1422.348567,4230
67.62245,17.5,74.7,1.07E-05,637.8737738,4231
67.628542,17.6,77.9,2.64E-05,1587.525765,4232
67.944817,19.3,71.6,2.27E-05,1350.631667,4233
68.130171,28.9,102.3,3.55E-05,1686.100999,4234
68.469378,17.5,74.7,2.65E-05,1832.141989,4235
68.479374,19.2,66,2.01E-05,1266.150279,4236
68.615502,18.6,117.6,4.03E-05,1836.876182,4237
68.783182,19.1,61.9,1.47E-05,901.7933046,4238
68.918638,17.5,74.1,2.08E-05,1319.70218,4239
68.921894,17.5,74.4,1.60E-05,844.0017362,4240
69.051619,24.6,101.1,2.42E-05,1465.598941,4241
69.372446,17.5,75.3,2.66E-05,1784.142154,4242
69.383474,19.4,80.4,2.34E-05,1356.020347,4243
69.408871,19.1,63.3,1.74E-05,1021.266351,4244
69.480935,23.62326147,64.89876094,9.70E-06,738.310488,4245
69.505731,19.1,61.5,1.92E-05,1359.924959,4246
69.590678,18.6,117.3,2.22E-05,1077.610609,4247
69.764244,17.5,74.7,1.38E-05,681.8965546,4248
69.776127,13.78166227,99.550135,1.32E-05,365.7272395,4249
69.89529,17.5,74.7,1.57E-05,1179.774918,4250
69.991177,24.8,107.1,2.88E-05,1672.065451,4251
70.199146,19.2,66.5,1.80E-05,1128.052198,4252
70.351936,19.4,80.4,2.53E-05,1525.52444,4253
70.76841,19.4,80.4,9.99E-06,308.0641316,4254
70.823686,18.6,115.2,2.27E-05,1116.903445,4255
70.847606,19.2,68.3,9.93E-06,663.8867216,4256
70.863652,28.4,96.2,2.27E-05,1233.358912,4257
70.995515,19.2,69.1,1.17E-05,533.1250717,4258
71.015971,18.6,117.2,3.43E-05,1712.840331,4259
71.233746,17.5,74.7,2.47E-05,1936.519213,4260
71.515414,17.5,75.3,1.16E-05,790.3166075,4261
71.646906,19.4,80.4,1.55E-05,599.9706355,4262
71.781358,17.6,78.2,2.60E-05,1811.082375,4263
72.034305,17.6,78.2,1.85E-05,1305.070651,4264
72.184315,23.1,115.5,3.74E-05,1709.20501,4265
72.663061,19.2,67.3,1.95E-05,1226.942577,4266
72.679091,17.5,74.7,2.29E-05,1599.46608,4267
72.70984,17.5,75.3,2.03E-05,1578.451235,4268
72.795208,19.5,113.5,2.60E-05,1292.206332,4269
72.892867,17.5,74.7,2.21E-05,1690.399222,4270
73.050926,22.6,103.5,2.70E-05,1246.236148,4271
73.422942,19.3,72,1.12E-05,452.4114684,4272
73.576726,19.6,116,2.81E-05,1621.843088,4273
73.695292,17.5,75.3,2.62E-05,1519.144564,4274
74.192162,28.4,96.2,2.95E-05,1301.736115,4275
74.217573,17.5,74.7,2.48E-05,1476.508164,4276
74.305995,30.8,95.5,1.52E-05,806.2983706,4277
74.559395,17.5,74.7,1.03E-05,432.0700611,4278
74.600415,24.6,101.1,2.25E-05,1038.772179,4279
74.697378,17.5,75.3,2.78E-05,1884.97163,4280
74.786107,17.6,83,2.84E-05,1835.915727,4281
75.080838,19.6,114.4,2.33E-05,1172.870315,4282
75.15519,19.3,74.6,9.64E-06,527.3658264,4283
75.218797,17.5,74.7,2.84E-05,1820.259078,4284
75.256404,17.5,74.7,2.22E-05,1704.679361,4285
75.365233,19.2,66.8,1.86E-05,1219.786026,4286
75.403098,28.4,96.2,2.64E-05,1710.805535,4287
75.411082,18.6,112.5,2.82E-05,1629.487913,4288
75.470955,19.3,71.4,1.92E-05,1319.779267,4289
75.566401,17.6,83,2.92E-05,1539.954971,4290
75.706494,17.5,74.7,1.50E-05,667.0167349,4291
75.740539,17.5,75.3,1.23E-05,542.840211,4292
75.818187,17.5,75.3,2.60E-05,1845.015775,4293
75.847698,27.1,108.6,2.59E-05,1371.738813,4294
75.926317,19.1,60.2,1.44E-05,1202.967097,4295
76.097251,18.6,113.7,2.39E-05,1138.776511,4296
76.106675,18.6,113.1,2.54E-05,1160.780006,4297
76.222429,28.4,96.2,2.51E-05,1470.11233,4298
76.479553,19.4,80.4,1.39E-05,793.7126293,4299
76.927782,28.3,95.4,1.59E-05,853.5985282,4300
77.09235,17.5,75.3,2.67E-05,1496.786078,4301
77.142676,19.4,78.3,1.37E-05,490.0618486,4302
77.329877,28.9,102.3,3.17E-05,1443.273431,4303
77.965004,17.6,83,1.08E-05,362.5113649,4304
78.179109,19.3,76.4,1.18E-05,306.4329551,4305
78.597769,19.2,64.7,1.83E-05,1278.728601,4306
78.644776,17.6,82.2,3.20E-05,1944.361879,4307
79.065542,34.2,98.1,1.77E-05,952.6334456,4308
79.074468,17.5,74.7,1.06E-05,659.0777392,4309
79.462699,17.6,83,2.43E-05,1217.782837,4310
79.619335,19.6,114.4,2.80E-05,1664.440712,4311
79.729297,17.5,74.7,1.17E-05,779.7921289,4312
80.021306,17.5,74.7,2.12E-05,1163.021222,4313
80.072845,19.4,80.4,1.37E-05,584.5492513,4314
80.308301,19.3,74.1,9.25E-06,507.4888571,4315
80.337526,21.3,116.5,2.94E-05,1353.24786,4316
80.621046,17.6,78.2,2.70E-05,1851.553507,4317
80.630837,17.5,74.7,1.53E-05,1162.186706,4318
80.724423,28.4,97,1.68E-05,742.8038078,4319
80.770083,28.9,102.3,2.88E-05,1277.351735,4320
80.926463,17.5,75.3,1.05E-05,334.4678955,4321
81.097634,17.6,83,2.00E-05,1331.48257,4322
81.52591,17.5,75.3,1.35E-05,955.814481,4323
81.579765,17.6,77.9,2.52E-05,1536.301931,4324
81.626761,18.6,114.9,2.09E-05,841.5546944,4325
81.779498,19.1,63.9,2.07E-05,1466.125059,4326
81.986263,19.4,80.4,2.72E-05,1687.056701,4327
82.021321,27.7,65.5,9.75E-06,358.480103,4328
82.040776,24.3,98.1,2.21E-05,1414.839082,4329
82.107355,18.6,114.3,2.34E-05,1292.559438,4330
82.370983,28.9,102.3,2.95E-05,1440.850038,4331
82.684564,19.6,114.2,2.07E-05,948.7272434,4332
82.941092,29.8,87.9,1.30E-05,676.7284032,4333
83.247802,19.6,114.2,2.43E-05,1395.712113,4334
83.299587,17.5,74.7,2.78E-05,1692.800417,4335
83.339547,28.4,96.2,1.54E-05,710.0862931,4336
83.422215,18.6,117.3,2.83E-05,1595.56485,4337
83.487451,24.9,109.1,2.00E-05,682.4010919,4338
83.591366,19.3,73.9,2.55E-05,1718.98849,4339
83.78639,31.2,99.1,1.95E-05,1144.18151,4340
84.020117,19.2,64.5,1.92E-05,1596.212547,4341
84.392146,19.3,74.9,2.28E-05,1406.081754,4342
84.420981,19.2,66.5,2.07E-05,1313.554643,4343
84.428757,19.4,80.4,2.30E-05,1528.777498,4344
84.497286,19.2,65.6,1.56E-05,880.2271707,4345
84.611153,17.5,74.4,2.21E-05,1198.889108,4346
84.87611,19.3,75.1,2.72E-05,1955.746668,4347
84.976388,17.5,75.3,2.20E-05,1729.986289,4348
85.097381,17.6,83,1.40E-05,576.007348,4349
85.133056,19.4,80.4,1.69E-05,1092.204091,4350
85.137896,17.5,74.7,2.32E-05,1327.726801,4351
85.165507,17.6,83,2.97E-05,1407.059645,4352
85.217774,17.5,74.7,1.31E-05,873.244688,4353
85.425734,13.84289993,187.4418798,5.44E-05,1849.275903,4354
85.563538,31.8,86.2,1.54E-05,829.5150151,4355
85.954505,17.5,74.1,1.77E-05,903.3489534,4356
86.382194,17.5,75.3,2.50E-05,1984.381581,4357
86.441342,17.5,74.7,2.84E-05,1995.058033,4358
86.571588,19.1,62.9,1.98E-05,1471.375566,4359
86.650832,28.9,102.3,2.26E-05,1285.012961,4360
86.728325,19.2,67.8,1.88E-05,964.7653919,4361
86.765434,17.5,74.7,2.13E-05,1096.704809,4362
86.897614,28.4,96.2,1.53E-05,683.0240693,4363
86.946334,19.3,72,1.99E-05,1478.007792,4364
87.069423,19.2,68.1,1.41E-05,1019.721146,4365
87.313356,17.5,75.3,1.01E-05,308.5686448,4366
87.382546,17.6,83,1.73E-05,1163.761003,4367
87.532072,28.6,98.5,4.48E-05,1967.810038,4368
87.577078,17.5,77,9.93E-06,345.4338205,4369
87.635803,21.3,116.5,3.18E-05,1805.051295,4370
87.753567,24.6,101.1,2.09E-05,1251.480498,4371
87.793464,28.9,102.3,1.52E-05,743.8239766,4372
87.847585,12.07825356,31.56265459,5.05E-06,872.0309705,4373
87.916929,19.1,62.3,1.43E-05,961.1119905,4374
88.166707,28.4,96.2,2.04E-05,994.1380109,4375
88.799622,19.5,113.3,3.05E-05,1789.820946,4376
89.102764,17.5,75,2.13E-05,950.4298877,4377
89.13563,18.6,115.8,2.74E-05,1584.871216,4378
89.183288,17.5,75.3,2.44E-05,1449.198976,4379
89.333926,17.6,78.2,1.82E-05,1361.008303,4380
89.355008,18.6,115.8,1.99E-05,1033.946008,4381
89.386899,17.5,74.7,2.28E-05,1840.652459,4382
89.464351,17.5,74.7,2.63E-05,1628.788333,4383
89.630245,19.6,114.4,3.59E-05,1482.818333,4384
89.708567,17.5,75.3,1.06E-05,662.9940849,4385
89.75205,19.6,114.4,2.61E-05,1542.830787,4386
90.064734,17.5,74.7,1.38E-05,669.2841138,4387
90.1324,19.4,80.4,1.42E-05,891.190893,4388
90.339336,17.5,74.7,1.37E-05,569.7235227,4389
90.845905,17.6,83,2.80E-05,1457.585348,4390
90.860165,17.6,83,1.80E-05,781.6875539,4391
90.87441,19.3,70.7,2.38E-05,1693.605989,4392
91.200575,28.2,94.7,1.38E-05,758.6708534,4393
91.234301,18.6,114.7,2.00E-05,883.14615,4394
91.466634,19.2,64.4,1.02E-05,786.9931214,4395
91.755631,17.5,74.7,1.32E-05,884.629495,4396
92.122873,19.4,80.4,2.63E-05,1345.558509,4397
92.138581,17.6,85.5,2.02E-05,1359.584172,4398
92.685157,19.6,114.4,1.94E-05,966.3720225,4399
92.725552,28.1,93.2,1.41E-05,765.8980427,4400
93.00298,17.6,78.2,1.75E-05,1303.549015,4401
93.319269,28.9,102.3,3.68E-05,1709.785029,4402
